0.0,111110,1879.88,90.0
0.0,111111,1523.55,90.0
0.0,1111110,1031.85,90.0
0.0,1111111,1003.79,90.0
0.0,1111112,1849.09,90.0
0.0,1111113,744.01,90.0
0.0,1111114,714.26,90.0
0.0,1111115,1365.82,90.0
0.0,1111116,1975.76,90.0
0.0,1111117,1746.74,90.0
0.0,1111118,892.94,90.0
0.0,1111119,573.84,90.0
0.0,111112,192.11,90.0
0.0,111113,1082.31,90.0
0.0,111114,1278.94,90.0
0.0,111115,1584.95,90.0
0.0,111116,595.37,90.0
0.0,111117,1189.76,90.0
0.0,111118,113.38,90.0
0.0,111119,1444.72,90.0
0.0,222220,166.04,94.0
0.0,222221,703.68,94.0
0.0,2222210,628.45,94.0
0.0,2222211,546.72,94.0
0.0,2222212,1242.32,94.0
0.0,2222213,1721.57,94.0
0.0,2222214,279.03,94.0
0.0,2222215,1434.98,94.0
0.0,2222216,1529.67,94.0
0.0,2222217,1291.46,94.0
0.0,2222218,1967.8,94.0
0.0,2222219,1084.56,94.0
0.0,222222,1627.36,94.0
0.0,222223,418.92,94.0
0.0,222224,2010.79,94.0
0.0,222225,1468.81,94.0
0.0,222226,762.66,94.0
0.0,222227,359.58,94.0
0.0,222228,351.61,94.0
0.0,222229,922.42,94.0
0.0,333330,1259.21,98.0
0.0,333331,437.47,98.0
0.0,3333310,2082.01,98.0
0.0,3333311,727.83,98.0
0.0,3333312,778.04,98.0
0.0,3333313,514.86,98.0
0.0,3333314,1542.27,98.0
0.0,3333315,1456.05,98.0
0.0,3333316,946.12,98.0
0.0,3333317,1329.17,98.0
0.0,3333318,879.31,98.0
0.0,3333319,1124.98,98.0
0.0,333332,2007.43,98.0
0.0,333333,1382.11,98.0
0.0,333334,404.4,98.0
0.0,333335,156.9,98.0
0.0,333336,657.93,98.0
0.0,333337,1192.74,98.0
0.0,333338,1953.93,98.0
0.0,333339,235.02,98.0
0.0,444440,449.59,106.0
0.0,444441,929.68,106.0
0.0,4444410,251.23,106.0
0.0,4444411,1114.0,106.0
0.0,4444412,678.71,106.0
0.0,4444413,1187.66,106.0
0.0,4444414,952.37,106.0
0.0,4444415,158.25,106.0
0.0,4444416,1505.95,106.0
0.0,4444417,1276.88,106.0
0.0,4444418,1413.03,106.0
0.0,4444419,701.2,106.0
0.0,444442,1264.71,106.0
0.0,444443,1368.51,106.0
0.0,444444,147.59,106.0
0.0,444445,2049.84,106.0
0.0,444446,1493.14,106.0
0.0,444447,1888.41,106.0
0.0,444448,349.77,106.0
0.0,444449,849.41,106.0
0.0,555550,1894.78,102.0
0.0,555551,1166.6,102.0
0.0,5555510,144.82,102.0
0.0,5555511,409.75,102.0
0.0,5555512,1409.67,102.0
0.0,5555513,1237.4,102.0
0.0,5555514,921.55,102.0
0.0,5555515,1543.95,102.0
0.0,5555516,952.99,102.0
0.0,5555517,817.69,102.0
0.0,5555518,458.43,102.0
0.0,5555519,211.55,102.0
0.0,555552,776.38,102.0
0.0,555553,538.48,102.0
0.0,555554,1536.12,102.0
0.0,555555,675.78,102.0
0.0,555556,1815.68,102.0
0.0,555557,336.87,102.0
0.0,555558,1355.66,102.0
0.0,555559,2012.42,102.0
0.0,777770,101.43,110.0
0.0,777771,110.61,110.0
0.0,7777710,193.25,110.0
0.0,7777711,202.43,110.0
0.0,7777712,211.62,110.0
0.0,7777713,220.8,110.0
0.0,7777714,229.98,110.0
0.0,777772,119.79,110.0
0.0,777773,128.98,110.0
0.0,777774,138.16,110.0
0.0,777775,147.34,110.0
0.0,777776,156.52,110.0
0.0,777777,165.7,110.0
0.0,777778,174.89,110.0
0.0,777779,184.07,110.0
0.1,111110,1883.87,90.0
0.1,111111,1527.53,90.0
0.1,1111110,1035.83,90.0
0.1,1111111,1007.58,90.0
0.1,1111112,1852.91,90.0
0.1,1111113,747.99,90.0
0.1,1111114,718.06,90.0
0.1,1111115,1369.81,90.0
0.1,1111116,1979.74,90.0
0.1,1111117,1750.73,90.0
0.1,1111118,896.93,90.0
0.1,1111119,577.56,90.0
0.1,111112,196.1,90.0
0.1,111113,1086.3,90.0
0.1,111114,1282.93,90.0
0.1,111115,1588.93,90.0
0.1,111116,599.35,90.0
0.1,111117,1193.75,90.0
0.1,111118,117.36,90.0
0.1,111119,1448.7,90.0
0.1,222220,170.03,94.0
0.1,222221,707.66,94.0
0.1,2222210,632.44,94.0
0.1,2222211,550.71,94.0
0.1,2222212,1246.31,94.0
0.1,2222213,1725.56,94.0
0.1,2222214,282.91,94.0
0.1,2222215,1438.83,94.0
0.1,2222216,1533.66,94.0
0.1,2222217,1295.45,94.0
0.1,2222218,1971.73,94.0
0.1,2222219,1088.55,94.0
0.1,222222,1631.35,94.0
0.1,222223,422.91,94.0
0.1,222224,2014.78,94.0
0.1,222225,1472.79,94.0
0.1,222226,766.65,94.0
0.1,222227,363.56,94.0
0.1,222228,355.17,94.0
0.1,222229,926.41,94.0
0.1,333330,1263.19,98.0
0.1,333331,441.46,98.0
0.1,3333310,2085.99,98.0
0.1,3333311,731.81,98.0
0.1,3333312,782.02,98.0
0.1,3333313,518.85,98.0
0.1,3333314,1546.26,98.0
0.1,3333315,1460.04,98.0
0.1,3333316,950.12,98.0
0.1,3333317,1333.16,98.0
0.1,3333318,883.3,98.0
0.1,3333319,1128.97,98.0
0.1,333332,2011.41,98.0
0.1,333333,1386.09,98.0
0.1,333334,408.24,98.0
0.1,333335,160.88,98.0
0.1,333336,661.92,98.0
0.1,333337,1196.73,98.0
0.1,333338,1957.92,98.0
0.1,333339,239.0,98.0
0.1,444440,445.6,106.0
0.1,444441,925.69,106.0
0.1,4444410,247.24,106.0
0.1,4444411,1110.01,106.0
0.1,4444412,674.72,106.0
0.1,4444413,1183.67,106.0
0.1,4444414,948.65,106.0
0.1,4444415,154.65,106.0
0.1,4444416,1502.34,106.0
0.1,4444417,1273.27,106.0
0.1,4444418,1409.07,106.0
0.1,4444419,697.48,106.0
0.1,444442,1260.72,106.0
0.1,444443,1364.52,106.0
0.1,444444,143.61,106.0
0.1,444445,2045.86,106.0
0.1,444446,1489.16,106.0
0.1,444447,1884.43,106.0
0.1,444448,345.78,106.0
0.1,444449,845.42,106.0
0.1,555550,1890.79,102.0
0.1,555551,1162.62,102.0
0.1,5555510,140.83,102.0
0.1,5555511,405.77,102.0
0.1,5555512,1405.68,102.0
0.1,5555513,1233.42,102.0
0.1,5555514,917.56,102.0
0.1,5555515,1540.38,102.0
0.1,5555516,949.17,102.0
0.1,5555517,813.77,102.0
0.1,5555518,454.45,102.0
0.1,5555519,207.57,102.0
0.1,555552,772.39,102.0
0.1,555553,534.48,102.0
0.1,555554,1532.13,102.0
0.1,555555,671.8,102.0
0.1,555556,1811.7,102.0
0.1,555557,332.89,102.0
0.1,555558,1351.67,102.0
0.1,555559,2008.43,102.0
0.1,777770,93.93,112.58
0.1,777771,106.62,110.0
0.1,7777710,189.35,110.0
0.1,7777711,198.44,110.0
0.1,7777712,207.63,110.0
0.1,7777713,216.81,110.0
0.1,7777714,225.99,110.0
0.1,777772,115.8,110.0
0.1,777773,124.99,110.0
0.1,777774,134.17,110.0
0.1,777775,143.35,110.0
0.1,777776,152.54,110.0
0.1,777777,161.72,110.0
0.1,777778,170.91,110.0
0.1,777779,180.08,110.0
0.2,111110,1887.86,90.0
0.2,111111,1531.51,90.0
